Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
Döngü: sonunda Jozef'in kondüktör kıyafetlerini giymesi ve elinde fenerle körleşerek mezarlıkta yürümesi, onun başlangıçtaki ölüm rehberinin yerini aldığını ve bu araftan çıkışının olmadığını gösterir.

Ayrıca görme yetisini kaybettikçe sanatoryumdaki nesneler giderek daha fazla kapalı, çivilenmiş ve uzağa gönderilmeye hazır tabutlara benzemeye başlar.



Senaryo okumasını geçtim bu nasıl bir görsellik be. Teknik büyücülük. çürümeyi ve yok oluşu el işçiliğiyle inşa etmiş adam set tasarımı nefes alan, can çekişen ve kusulan bir canlı gibi. sanatoryumun duvarlarından sarkan o tozlu kumaşlar, her kadraja sinmiş o hastalıklı küf kokusu ve zamanın fiziksel bir tortu gibi eşyaların üzerine çökmesi, kamera hayalet gibi süzülürken o sürekli değişen ışık tonları mekanı bir rüyadan çok çıkışı olmayan bir mezara dönüştürmüş. Türünün tek örneği bir vibe.



bu arada fun fact: filmin uyarlandığı kitabın yazarı Bruno Schulz, Kasım 1942'de bir Nazi tarafından sokakta vurularak öldürülmüştür. 

",,2026-02-01
2026-02-02,Requiem for a Dream,2000,https://boxd.it/cWRrlT,4.5,,uyusturucu satan anasını satsın,,2026-02-02
2026-02-05,Suicide Squad,2016,https://boxd.it/cZCmtF,0.5,,"Bir şeyin en iyisi olmak zordur, subjektiftir. Ama en kötüsü konusunda bu kadar büyük bir oy birliği sağlamak, neredeyse imkansızdır. Jared Leto, dünya üzerinde daha önce yapılmamış bir seviyede, kolektif bir nefret yaratarak milyon tane adaptasyon arasında en rezil joker olmayı başarmış.

bravo amk. 15 dakika dayanamadım yerin dibine girdim, şu filmin sadece varlığı bile sinema sanatına hakaret, büyük ölçekli bi kadıköy boğası rezaleti",,1919-05-19
2026-02-07,Uncut Gems,2019,https://boxd.it/d0UOUT,4,,"Mükemmel ve aralıksız bir kaos, izlerken nefesimi kesecek kadar anksiyete ve güzel bir final. Gerçekten beğendim, sen gibi bi oçtan beklemezdim sandler.",,2026-02-06
2026-02-08,Saw,2004,https://boxd.it/d1O68j,2.5,,"Bunu izlememin üzerinden muhtemelen bi 7 8 sene geçti ve hiçbir şey hatırlamadığımdan bugün bi bakayım dedim.

Genel olarak sonu dışında film güzeldi zepp karakteriyle alakalı beni delirten 4 tane majör eksiklik vardı öncelikle plot armorla sırf senaryo gereği yaşaması gerektiği için lobotomize edilmiş gibi hareket ederek ellerinde pompalı tüfek ve tabanca ile bi şey beceremeyen polisler, ellerini çözerek zepp'e tuzak kurup onu yakalayan ve zepp'in kafasına tabanca doğrultup yine de elinden kaçıran gordon'ın karısı ve siyahi polis abimizle çatışmalar. Gerçekliğin sınırlarını aşıran ve yetti be dedirten şu zorlama sahneler dışında bir de zepp'in aslında bir piyon olup üstün bir villain tarafından ayarlanmış olması da sequel yeminden başka bir şey değil. Adam 2 gündür vücudunda ölümcül zehirle maraton koşuyor milyonlarca kaçma şansı var ve onu yöneten adam aslında beton üzerinde ölü taklidi yapıyor? 'panzehiri sadece bende olan bir zehir' de ben öyle dedim çünkü gibi bir dayatma. karakterin derinliği 0, onun da bir kurban olduğu gerçeği hiç mantıklı değil izlerken zevk almama engel oldu. Devam filmi çıksın plot twistiyle bitirilmiş. 2.5/5",,2026-02-07
2026-02-08,Mulholland Drive,2001,https://boxd.it/d1ZRhJ,4.5,,kusursuz bir kabus. ,,2026-02-07
2026-02-09,Manic,2001,https://boxd.it/d3mf9n,5,Yes,"<blockquote><i>""Lyle I'm not gonna give you some hokey bullshit speech and tell you that if you come to some epiphany about your dad you're gonna make a breakthrough and everything is gonna be pizzas and blowjobs. Because the fact of the matter is it's quite possible that you're gonna have this rage within you somewhere until you die, man. Either you're gonna learn how to live with it, or you're just gonna go on like you've been doing until you kill yourself or kill somebody else maybe somebody that you care about. ""</i></blockquote>
Ben lisedeyken Chad'in doğum günü pastasındaki mumu söndüremediği kesitin kullanıldığı depresyon hakkında bir editte görüp izlememin üzerine bugün 3. kez izliyorum. Bu filmin üzerimdeki etkisini anlatmam mümkün değil, sanki yüzüme tükürülmüş kadar kişisel.",,2026-02-09
2026-02-09,The Hunt,2012,https://boxd.it/d3vjgl,4.5,,kocaman bi mizantropi krizi,,2026-02-09
2026-02-10,Alone,2008,https://boxd.it/d3SgrL,0.5,,şu boka duygulanan benimle ahbaplık etmesin,,2026-02-09
2026-02-10,Perfect Days,2023,https://boxd.it/d4ghXL,4,,"amor fati, amor fati, amor fati

""Bu hayatı, şu an yaşadığın ve yaşamış olduğun gibi, bir kez daha ve sayısız kere daha yaşamak ister miydin? Bunda yeni hiçbir şey olmayacak, 
her acı, her sevinç, her düşünce ve her inilti, hayatındaki tarifsiz küçük ve büyük her şey, aynı sırayla ve aynı dizide sana geri dönecek.""

Hirayama’nın hayatı, bu düşüncenin sinematografik karşılığıdır. Her gün aynı saatte uyanır, aynı kasetleri dinler, aynı tuvaletleri temizler aynı hamama gider. Modern insan için bu döngü cehennem, monotonluk olarak algılanır. Ancak Hirayama için bu döngü, Ebedi Dönüş’ün olumlanmasıdır. O, her sabah bu döngüye ""Evet"" der. Bu, Nietzsche’nin Zerdüşt’üne atfettiği ""zamanın ve oluşun masumiyeti""ne ulaşma halidir.


Hirayama modern insanın nihilizmine karşı bir ilaçtır

O, anlamı metafizik dünyalarda veya ideolojilerde aramaz anlamı ""yaratır."" Bir ağacın hışırtısında, kurduğu rutinin yavan ve basit duran her bir detayında kendi anlamını inşa etmiştir.

Friedrich Nietzsche’nin düşünce sisteminin omurgasını oluşturan ""Amor Fati"" , ""Ebedi Dönüş"" ve ""Dionysosça Yaşam Olumlaması"" kavramlarının tıpatıp karşılığıdır bunlar. Hirayama, modernitenin hız, tüketim ve statü odaklı ""Sürü Ahlakı""na sırtını dönmüş, kendi değerlerini yaratan ve yaşamın en önemsiz görünen ayrıntılarını dahi kutsal bir ""Evet"" ile kucaklayan bir karakterdir. 

Nietzsche’nin ""Değerlerin Yeniden Değerlendirilmesi"" (Umwertung aller Werte) ilkesinin tam karşılığı bu adamın tuvalet temizliği gibi toplumun ""aşağı"" gördüğü bir işi, bir zanaatkar titizliği ve mutlulukla yapmasında, kız kardeşi tepeden bakarak bunu sorduğunda gururlu bi gülümsemeyle saklamadan onaylamasındadır.  

 Bu film, yalnızca bir yavaş yaşam güzellemesi değildir.
",,2026-02-10
2026-02-15,Sansho the Bailiff,1954,https://boxd.it/d8nbjP,3.5,,"letterboxd ilk 100'den bir kült daha. Film gerçekten güzel ancak izleme zevkinizi deus ex machina'larla zorluyor. O şuna denk geldi, 10 yıldır sakladığı heykel onu kölelikten vali yaptı, zushio Abraham Lincoln oldu köleliği kaldırdı gitti üstüne ceza almadan annesini de bulabildi falan filan gider baya.. zaten yerel bir japon efsanesini izlediğini düzenli olarak kendine yeterince hatırlatırsan gözünüze batan her şeyi buna yedirip esgeçebilirsiniz, adil olmak gerekirse bu tesadüfler zinciri ve senaryo dizimine laf etmek Ergenekon destanını okuyup da 'demir dağı nası delcekler aq' demek gibi bir yüzeysellikle eşdeğer görünebilir, ama mitolojik kökenler, senaryodaki bu aşırı masalsı ve kolaycı çözümlerin seyir zevkini düşürdüğü gerçeğini değiştirmiyor, yani sanırım daha sert bir şey beklemiştim. Anju'nun intihar sahnesi de nefesimi kesti.",,2026-02-15
2026-02-15,Where the Dead Go to Die,2012,https://boxd.it/d8pSLL,0.5,,edgelord,,2026-02-15
2026-02-16,Chekist,1992,https://boxd.it/d9Gmfh,5,,"Some films are watched, some are lived, The Chekist is something you are subjected to. Rogozhkin transforms the camera from a storyteller into the CCTV of a functioning death machine. What we are witnessing here is not fiction, but a cold, routine, and mechanical documentary of the ""Red Terror""—one of the 20th century’s greatest shames—backed by historical data.

The horror lies not in the amount of blood shown, but in the reduction of bloodshed to a ""bureaucratic routine."" There is no music, in its raw form, names are read out one by one, people are lined up against the door, shot in the back of the neck, tied up, thrown onto trucks, and the process is repeated with the indifference of a tax office. What we are watching is not the sick imagination of a screenwriter. Historians confirm that during the Red Terror between 1918-1922, the Cheka summarily executed at least 100,000 (some sources say 200,000) people, just like in this film. That basement was not an exception; it was merely a branch of a massive death factory spread across the entire country, just doing its shift.

The film's intellectual executioner, Srubov, justifies this massacre with this blood-curdling monologue:
<blockquote><i>"" revolution is not an idea. its a living organism. a huge pregnant woman. not the one marx made up and clothed in a white gown. There is a myth about a proliferous woman dressed in a lousy canvas shirt through her body swarm parasites. we gotta squash them all! Especially in this country. where for centuries the respect for the individual is undermined. We, more than anyone, need an iron law-and-order: otherwise our end would be inevitable. But the most frightening thing will be general mutiny. therefore our emerging revolution will only succeed, if we force the storm in the bounds of constructive order. Understand? that's where Marx's white gown comes in ""</i></blockquote>
Srubov sees the revolution as an ""organism that needs to be cleansed of parasites."" This biological metaphor is the common language of totalitarian regimes. While killing people in the basement, Srubov is actually trying to ""crush the parasites"" to reach Marx’s white-gowned dream. But with every pull of the trigger, that white gown gets a little dirtier; what he calls the ""iron law"" turns into nothing but the rusty screech of the winch hoisting dead bodies.

The hypocrisy of the system and the purest form of the state's monopoly on violence smack us in the face most clearly in the scene where the rapist soldier is caught and immediately executed. While the Cheka slaughters thousands of innocents ""in the name of the revolution"" without seeing them as anything more than numbers on paper, it instantly lines up its own soldier against the wall for raping a female prisoner, citing ""breach of discipline."" This scene is not a display of moral justice, but a declaration that the state will not surrender its monopoly on violence to anyone. The message is clear: ""If these people are to be raped (metaphorically or physically), only the State does it. Individual deviance is not allowed; only institutional deviance is permitted."" As Max Stirner perfectly put it in The Ego and Its Own: ""The State calls its own violence law, but that of the individual, crime.""

Srubov's psychological collapse begins to peak the moment he is forced to order his father's execution. This scene is proof of how the system swallows the ""individual."" His father is no longer ""father,"" but a ""counter-revolutionary,"" yet the bourgeois origin that put the father there is actually Srubov's own origin. The fact that the execution is carried out by Srubov's close friend and Cheka comrade Katz is the ultimate irony, showing how hollow the concept of ""revolutionary comradeship"" truly is.

Srubov being locked up in a mental asylum in the finale is the system's final joke. An executioner who feels remorse—that is, who gives a ""human"" reaction—is labeled ""insane"" by the system. Because in this system, being ""sane"" means obeying orders without question and feeling nothing while killing hundreds of people a day. When Srubov is stripped, pushed against the wall, and sprayed with water in the hospital, he has finally identified with his victims.

The film is adapted from Vladimir Zazubrin's 1923 novella The Chip (Shchepka). Zazubrin, who witnessed the workings of the system and those basements from the inside, was executed by firing squad in 1937 for ""espionage"" by the very death machine whose anatomy he had dissected. This fact adds an unscriptable, chilling depth to the production.

The sound design has ceased to be an atmospheric tool and has turned into the rhythmic noise of a working death machine. Instead of unnecessarily dramatized music, Rogozhkin throws the cold mechanics of the system ticking away right in front of us. The crack of gunshots, the thud of bodies hitting the floor, the roar of the truck engine... There isn't a single musical note to let the audience breathe or create an emotional escape space.

A lost masterpiece hidden in the dark corner of cinema history, as shattering as Come and See and deserving of just as much attention. The dictionary definition of ""Underrated.""

5/5

////////////////////////////////////////////

tr


Bazı filmler izlenir, bazıları yaşanır, The Chekist'e ise ancak maruz kalınır. Rogozhkin, kamerayı bir hikaye anlatıcısı olmaktan çıkarıp, çalışan bir ölüm makinesinin güvenlik kamerasına dönüştürmüş. Burada izlediğimiz şey bir kurgu değil, yirminci yüzyılın utançlarından o ""Kızıl Terör"" döneminin, tarihsel verilerle desteklenmiş soğuk, rutin ve mekanik bir belgeseli. Dehşetin boyutu, gösterilen kanın miktarında değil, bu kanın akıtılmasının bir ""memuriyet rutinine"" dönüştürülmesinde yatıyor. Müzik olmadan ham haliyle tek tek isim söylenir, kapıya dizilir, ensesinden vurulur, bağlanıp kamyonlara atılır ve bir vergi dairesi kayıtsızlığıyla tekrar edilir. Bu izlediklerimiz bir senaristin hasta hayal gücü değil. Tarihçiler, 1918-1922 arasındaki Kızıl Terör döneminde Çeka'nın en az 100.000 (bazı kaynaklara göre 200.000) insanı, tıpkı bu filmdeki gibi yargısız infaz ettiğini doğruluyor. O bodrum katı bir istisna değildi tüm ülkeye yayılmış devasa bir ölüm fabrikasının, sadece mesai yapan herhangi bir şubesiydi.


<blockquote><i>"" revolution is not an idea. its a living organism. a huge pregnant woman. not the one marx made up and clothed in a white gown. There is a myth about a proliferous woman dressed in a lousy canvas shirt through her body swarm parasites. we gotta squash them all! Especially in this country. where for centuries the respect for the individual is undermined. We, more than anyone, need an iron law-and-order: otherwise our end would be inevitable. But the most frightening thing will be general mutiny. therefore our emerging revolution will only succeed, if we force the storm in the bounds of constructive order. Understand? that's where Marx's white gown comes in ""</i></blockquote>
Srubov, devrimi ""parazitlerden temizlenmesi gereken bir organizma"" olarak görür. Bu biyolojik metafor, totaliter rejimlerin  ortak dilidir. Srubov bodrumda insanları öldürürken aslında ""parazitleri ezip"" Marx’ın o beyaz elbiseli hayaline ulaşmaya çalışıyor. Ama her tetiğe bastığında, o beyaz elbise biraz daha kirleniyor, ""demir kanun"" dediği şey, sadece cesetleri taşıyan makaranın paslı gıcırtısına dönüşüyor.

sistemin ikiyüzlülüğü ve devletlerin şiddet tekelinin en saf hali, belki de en net şekilde tecavüzcü askerin yakalanıp derhal infaz edildiği sahnede yüzümüze çarpıyor. Çeka, sorgusuz sualsiz binlerce masumu kağıt üzerindeki sayılardan fazlası olarak görmeden ""devrim adına"" katlederken, bir kadın mahkuma tecavüz eden kendi askerini, ""disiplini bozduğu"" gerekçesiyle anında duvara diziyor. Bu sahne, ahlaki bir adalet gösterisi değil, devletin şiddet tekelini kimseye kaptırmayacağının ilanıdır. Mesaj açık: ""Bu insanlara tecavüz edilecekse (metaforik veya fiziksel), bunu sadece devlet yapar. Bireysel sapkınlığa izin yok, sadece kurumsal sapkınlık serbest."" -Max Stirner'in Biricik ve Mülkiyetin'den bu bağlama harika oturacak: ""The State calls its own violence law, but that of the individual, crime.""-

Srubov'un psikolojik çöküşü, babasının infaz emrini vermek zorunda kaldığı anla tetiklenmeye başlar.Bu sahne, sistemdeki ""bireyi"" nasıl yuttuğunun kanıtıdır. Srubov'un babası, artık ""baba"" değil, bir ""karşı devrimci""dir, oysa babasının orada olma sebebi olan burjuva kökeni, aslında oğlu Srubov'un da kökenidir. İnfazı gerçekleştiren kişi ise Srubov'un yakın arkadaşı ve Çeka yoldaşı Katz. Bu durum, ""devrimci yoldaşlık"" kavramının içinin ne kadar boş olduğunu gösteren bir ironidir


Filmin finalinde Srubov'un akıl hastanesine kapatılması, sistemin nihai ironisidir. Vicdan azabı çeken, yani ""insani"" bir tepki veren bir cellat, sistem tarafından ""deli"" olarak etiketlenir. Çünkü bu sistemde ""aklı başında"" olmak, emirleri sorgusuz sualsiz uygulamak ve günde yüzlerce insanı öldürürken hiçbir şey hissetmemek demektir. Srubov, hastanede soyundurulup duvara yaslandığında ve üzerine su sıkıldığında, artık kurbanlarıyla özdeşleşmiştir.


Film, Vladimir Zazubrin'in 1923 tarihli Şarapnel (Shchepka) adlı novellasından uyarlanmıştır ve Sovyetler Birliği'nin dağılma sürecinde, Glasnost döneminin sağladığı ifade özgürlüğü ortamında çekilen ilk ve en sarsıcı yapımlardan biridir. Sistemin işleyişine ve bodrum katlarına içeriden tanıklık eden Zazubrin'in, bizzat tanıklık ettiği o ölüm makinesi tarafından 'casusluk' sebebiyle 1937'de kurşuna dizilerek infaz edilmiş olması ise, yapıma hiç olmayacak kadar destekleyici bir derinlik katıyor.


Ses tasarımı, bir atmosfer aracı olmaktan çıkıp, çalışan bir ölüm makinesinin düzenli gürültüsüne dönüşmüş. Rogozhkin, gereksiz dramatize edici müzikler yerine sistemin tıkır tıkır işleyen o soğuk mekaniğini önümüze atıyor. Silahların patlaması, cesetlerin yere yığılışı, kamyon motorunun gürültüsü... İzleyiciye nefes aldıracak, duygusal bir kaçış alanı yaratacak tek bir müzik notası bile yok.


Sinema tarihinin kuytu köşesinde kalmış, en az Come and See kadar sarsıcı ve ilgiyi hak eden bir kayıp şaheser. 'Underrated' kelimesinin sözlük karşılığı. 5/5",,2026-02-16
2026-02-18,Detachment,2011,https://boxd.it/dbh9CF,3.5,,"filmi gerçekten beğendim ama çok daha iyi olabilirdi. Tüm karakterlerin uğraştığı bir içsel derdi var evet ama hepsi çok yüzeysel işlenen birkaç sahnelik nüanslar olarak kalıyor. Meredith karakteri film boyunca sadece Henry'nin uğraşıp da kurtaramayacağı üzgün ve anlaşılamamış bir çocuk tiplemesinden öteye gidemiyor. Hatta öyle ki meredith yere yığıldığında çocuğun uğradığı zorbalıklara, izolasyonuna, ailesinin baskısına katlanamayışına değil de sanki Henry'nin onu kurtaramayışına, Henry'nin hayatındaki kopukluklara üzülmemiz isteniyor gibi. Özellikle film boyunca sürekli Henry'nin üzgün suratına atılan aşırı yakın çekimler ve bir saat otuz dakika dinmeyen melankolik yaylıların abartı kullanımı da hadi üzülün diye bağırdığından film sana düşünme payı bırakmadan duygusal bir ablukaya alıyor ve pek bir derinliği olmadan içini bayıyor. Henry'nin o detachment kalesinin de başından beri ""ben burada yokum ben sadece geçiciyim"" diyen adamın, sonunda o geçiciliğin yarattığı mutlak yalnızlığa mahkum oluşuyla yıkılışını izlemek harikaydı Usher Evi'nin Çöküşünden yaptığı alıntı da tam isabetti. Genel olarak beğendim.",,2026-02-17
2026-02-21,Possession,1981,https://boxd.it/ddMdy3,2,,"fikir, kağıt üzerinde güzel bir ""varoluşsal trajedi ve sistem eleştirisi"" ama aşırı teatral ve dışavurumcu oyunculuk beni çok baydı. Anna karakteriyle işlenilen alt metin basitçe ""toplumun/devletin/kocasının üzerine dikte ettiği sadık eş modern kadın ev hanımı rollerine başkaldırıyor olması"" bu temanın allahı olarak Bergman'ın Persona'sında  sadece bir bakışla, sessizlikle ve kusursuz bir kurgu ve estetikle 5 dakikada verdiği bu krizi Zulawski burada 2 saat boyunca bağırarak, yerlerde sürünerek, kan kusarak anlatmaya çalışıyor ama alt metni sadece ""bana dayatılan anne/eş rolünü sikeyim"" olan bir fikir için, bu kadar abartılı bir fiziksel şov bir yerden sonra derinliğini yitirip sirk gösterisine dönüyor benim için, yani bitmek bilmeyen monologlar ve tiratların vardığı yer hep aynı ve beni bunalttı. Meşhur metro tüneli sahnesinin neden çok sevildiğini de anlıyorum ama film bana genel olarak geçmedi ve sıkıldım. Finalde Mark ve Anna ölüyor, geriye Anna’nın uysal, itaatkar, öğretmen kopyası Helen ve Anna'nın o iğrenç yaratıktan evrimleştirerek doğurduğu Mark'ın kopyası. Metaforik olarak ideal aile tablosunun yapaylığı ve Mark'ın aslında karısını değil onun otoritesini kabul eden aile kadını hayalini sevmesi vice versa. Genel olarak beğenmedim ve tekrar izleyeceğimi sanmıyorum.",,2026-02-20
2026-02-26,La Jetée,1962,https://boxd.it/diG2VX,4.5,,"izlediğim en iyi deneysel yapımlardan, insan hafızasının fotoğrafik durgun doğasının bir fotoroman olarak bu kadar akıcı bir şekilde hem de 28 dakika gibi bi sürede bu kadar sağlam bir kurgu ve senaryoyla işlenebilmesi inanılmazdı resmen ekrana kitlendim. ",,2026-02-25
2026-03-09,Gone Girl,2014,https://boxd.it/drWNOx,4,Yes,it's twincest.,,2026-03-09
2026-03-11,Breathless,1960,https://boxd.it/dtdyDn,3.5,,Godard'dan izlediğim 3. ve en popüler filmi olan breathless için artık Godard'ın sinemanın biçimine aykırılığı ve abartı ses tasarımları göze batan jump cutlarıyla ve kasıtlı olarak yerleştirilmiş gevşek sekanslara artık alıştığımı söyleyebilirim. yeterince sağlam bir repertuvarım olduğunda kesinlikle bir şans daha vereceğim ,,2026-03-10
2026-03-11,2001: A Space Odyssey,1968,https://boxd.it/dtihAh,5,Yes,zamansız,,2026-03-10
2026-03-14,A Trip to the Moon,1902,https://boxd.it/dvyVJD,,,tekerleğin icadını izlemiş gibiyim,,2026-03-14
2026-03-15,Sherlock Jr.,1924,https://boxd.it/dw67H1,4,,beklemediğim kadar iyi,,2026-03-14
2026-03-15,The Consequences of Feminism,1906,https://boxd.it/dw7Rnj,,,"toplumun dikte ettiği cinsiyet normlarına bir hiciv, üzerinden tam 120 sene geçmiş olsa bile tamamen geçerli olması da cabası",,2026-03-14
